FacilityID,Name,Address,City,State,ZIP,County,Type,Ownership,Emergency,EHR,Geo,MSPB,ERR.AMI,ERR.CBG,ERR.COPD,ERR.HF,ERR.HIPKNEE,ERR.PNEU
40001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,Benton,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"603 NORTH PROGRESS AVENUE SILOAM SPRINGS, AR 72761 (36.190377, -94.509658)",1.077257,,,1.0371,1.032,1.1286,1.0213
390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,Montgomery,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"130 SOUTH BRYN MAWR AVE BRYN MAWR, PA 19010 (40.018515, -75.320482)",1.017174,0.8793,,0.9304,0.9781,0.8826,0.8861
40134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,Pulaski,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1701 S SHACKLEFORD ROAD LITTLE ROCK, AR 72211 (34.739159, -92.394421)",0.917606,0.9761,1.1856,0.9691,0.967,,0.95
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,Cass,Acute Care Hospitals,Government - Local,TRUE,TRUE,"1101 MICHIGAN AVE LOGANSPORT, IN 46947 (40.762465, -86.361246)",0.950555,,,0.9315,0.8514,,0.9116
370099,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET,CUSHING,OK,74023,Payne,Acute Care Hospitals,Proprietary,TRUE,,"1027 EAST CHERRY STREET CUSHING, OK 74023 (35.978942, -96.757473)",1.004088,,,0.9727,1.003,,0.9516
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,Polk,Acute Care Hospitals,Proprietary,TRUE,TRUE,"2200 OSPREY BLVD BARTOW, FL 33831 (27.919146, -81.846254)",1.020726,,,1.0199,0.9501,1.1605,1.044
370093,O U MEDICINE,700 NE 13TH STREET,OKLAHOMA CITY,OK,73104,Oklahoma,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"700 NE 13TH STREET OKLAHOMA CITY, OK 73104 (35.482317, -97.501002)",1.021523,1.0354,0.9743,1.132,1.0439,1.0539,1.1367
360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,COLUMBUS,OH,43214,Franklin,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,"3535 OLENTANGY RIVER RD COLUMBUS, OH 43214 (40.031962, -83.031294)",1.00202,0.9032,0.8135,1.0023,0.851,1.0388,0.9151
440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,MILAN,TN,38358,Gibson,Acute Care Hospitals,Government - Local,TRUE,TRUE,"4039 HIGHLAND ST MILAN, TN 38358 (35.913311, -88.753495)",1.041088,,,1.0418,0.9792,,1.0288
250040,SINGING RIVER HEALTH SYSTEM,2809 DENNY AV,PASCAGOULA,MS,39581,Jackson,Acute Care Hospitals,Government - Local,TRUE,TRUE,"2809 DENNY AV PASCAGOULA, MS 39581 (30.374871, -88.532404)",0.96637,1.0779,1.0762,0.9431,1.0862,1.0748,1.1053
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,Bristol,Acute Care Hospitals,Proprietary,TRUE,TRUE,"88 WASHINGTON STREET TAUNTON, MA 02780 (41.905583, -71.09435)",1.001828,1.1069,,1.0479,1.0791,1.1251,1.0549
440057,CLAIBORNE MEDICAL CENTER,1850 OLD KNOXVILLE HIGHWAY,TAZEWELL,TN,37879,Claiborne,Acute Care Hospitals,Government - Local,TRUE,TRUE,"1850 OLD KNOXVILLE HIGHWAY TAZEWELL, TN 37879 (36.453341, -83.571972)",0.910288,,,1.1221,1.0554,,1.0045
360010,UNION HOSPITAL,659 BOULEVARD,DOVER,OH,44622,Tuscarawas,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"659 BOULEVARD DOVER, OH 44622 (40.513879, -81.456583)",0.999876,1.0118,,0.9056,1.0321,0.8849,0.9361
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,Upson,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"801 W GORDON STREET THOMASTON, GA 30286 (32.887252, -84.336109)",0.997943,,,0.9764,0.9409,,0.9775
450709,HOUSTON METHODIST ST JOHN HOSPITAL,18300 ST JOHN DRIVE,NASSAU BAY,TX,77058,Harris,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"18300 ST JOHN DRIVE NASSAU BAY, TX 77058 (29.549771, -95.085203)",1.130595,0.9944,,0.964,1.032,1.0536,0.9728
30037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,Maricopa,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1800 EAST VAN BUREN STREET PHOENIX, AZ 85006 (33.451436, -112.042767)",0.955341,1.0139,0.9938,1.0103,0.9763,0.8631,1.0082
240076,BUFFALO HOSPITAL,303 CATLIN ST,BUFFALO,MN,55313,Wright,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,"303 CATLIN ST BUFFALO, MN 55313 (45.1932, -93.87053)",0.828321,,,0.9862,0.9507,0.9831,0.9631
160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,Black Hawk,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1825 LOGAN AVENUE WATERLOO, IA 50703 (42.525753, -92.337758)",0.948768,0.8647,1.1514,0.9215,0.9656,1.0119,1.0238
520038,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,HARTFORD,WI,53027,Washington,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1032 E SUMNER ST HARTFORD, WI 53027 (43.3176, -88.362734)",0.939098,,,0.897,0.9945,0.9546,1.0018
390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,Butler,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"ONE HOSPITAL WAY BUTLER, PA 16001",1.004534,0.9612,0.8876,0.9566,0.8478,0.7768,0.8262
260050,MOSAIC MEDICAL CENTER - MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,Nodaway,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"2016 SOUTH MAIN ST MARYVILLE, MO 64468 (40.326053, -94.874038)",0.933655,,,0.9654,0.9707,0.9166,0.9124
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,E. Baton Rouge,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"17000 MEDICAL CENTER DR BATON ROUGE, LA 70816 (30.440994, -91.001513)",1.031816,0.9724,0.9714,0.9485,1.0868,1.0687,0.8873
450855,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,Cameron,Acute Care Hospitals,Proprietary,TRUE,TRUE,"5501 SOUTH EXPRESSWAY 77 HARLINGEN, TX 78550 (26.157323, -97.676968)",0.987119,0.9777,0.9679,0.8971,1.014,0.9753,0.8165
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,Queens,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"89TH AVENUE AND VAN WYCK EXPRESSWAY JAMAICA, NY 11418 (40.701412, -73.816302)",1.031779,0.9775,,0.9933,1.0331,,1.1247
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,Kings,Acute Care Hospitals,Government - State,TRUE,TRUE,"445 LENOX ROAD BROOKLYN, NY 11203 (40.654457, -73.94516)",1.050239,1.1779,,1.063,1.1169,,1.0681
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT,RAVENNA,OH,44266,Portage,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"6847 N CHESTNUT RAVENNA, OH 44266 (41.176723, -81.245887)",0.980075,1.0048,,1.084,0.9614,0.9414,1.0202
230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,Macomb,Acute Care Hospitals,Proprietary,TRUE,TRUE,"15855 NINETEEN MILE RD CLINTON TOWNSHIP, MI 48038 (42.612671, -82.963405)",1.034794,1.0455,0.9648,1.0537,1.0681,0.8573,1.046
50153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,Santa Clara,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"2105 FOREST AVENUE SAN JOSE, CA 95128 (37.327054, -121.937154)",1.034257,1.0092,,0.9995,1.0011,0.9165,1.0489
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,San Diego,Acute Care Hospitals,Proprietary,TRUE,TRUE,"250 PROSPECT PLACE CORONADO, CA 92118 (32.694257, -117.167947)",0.866764,,,0.9584,0.962,0.7708,0.9464
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,Steuben,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,"411 CANISTEO STREET HORNELL, NY 14843 (42.314575, -77.660142)",0.891766,0.9993,,0.9403,1.0037,,0.9186
440035,TENNOVA HEALTHCARE-CLARKSVILLE,651 DUNLOP LANE,CLARKSVILLE,TN,37040,Montgomery,Acute Care Hospitals,Proprietary,TRUE,TRUE,"651 DUNLOP LANE CLARKSVILLE, TN 37040 (36.580414, -87.268485)",0.982778,1.0237,0.8881,1.0474,1.0283,1.1539,1.0535
170049,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061,Johnson,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"20333 WEST 151ST STREET OLATHE, KS 66061 (38.854524, -94.823673)",1.012899,1.09,1.0088,0.9864,1.0355,1.142,1.1309
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,71457,Natchitoches,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"501 KEYSER AVE NATCHITOCHES, LA 71457 (31.753563, -93.079253)",1.139657,,,0.9479,1.0591,0.977,0.9331
50159,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,CA,93003,Ventura,Acute Care Hospitals,Government - Local,TRUE,TRUE,"300 HILLMONT AVENUE VENTURA, CA 93003 (34.279055, -119.254355)",0.949537,1.0762,,1.0445,1.0046,1.1578,0.9484
100321,ASCENSION ST VINCENT'S CLAY COUNTY,1670 ST VINCENTS WAY,MIDDLEBURG,FL,32068,Clay,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1670 ST VINCENTS WAY MIDDLEBURG, FL 32068 (30.111135, -81.831298)",0.95548,1.031,,0.9234,1.0303,1.2937,0.8768
250036,GEORGE REGIONAL HEALTH SYSTEM,859 WINTER STREET,LUCEDALE,MS,39452,George,Acute Care Hospitals,Government - Local,TRUE,TRUE,"859 WINTER STREET LUCEDALE, MS 39452 (30.922235, -88.592853)",0.906754,,,0.9823,0.9845,,1.0987
240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,MN,55987,Winona,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"855 MANKATO AVENUE WINONA, MN 55987 (44.033016, -91.622136)",0.84254,,,1.038,1.0072,1.04,0.8925
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,Jefferson,Acute Care Hospitals,Government - State,TRUE,TRUE,"619 SOUTH 19TH STREET BIRMINGHAM, AL 35233 (33.506129, -86.801922)",0.985203,0.9877,1.0268,0.9637,0.9946,1.1316,1.0961
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,Seminole,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1401 W SEMINOLE BLVD SANFORD, FL 32771 (28.816202, -81.283577)",1.014817,1.0527,0.9168,0.9867,0.9847,1.0265,1.0909
190201,CHRISTUS OCHSNER LAKE AREA HOSPITAL,4200 NELSON ROAD,LAKE CHARLES,LA,70605,Calcasieu,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"4200 NELSON ROAD LAKE CHARLES, LA 70605 (30.182071, -93.249348)",0.962747,,,0.998,0.9886,1.6197,1.012
240214,MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,MAPLE GROVE,MN,55369,Hennepin,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"9875 HOSPITAL DRIVE MAPLE GROVE, MN 55369 (45.133377, -93.479488)",0.838737,,,0.9386,0.9529,0.9892,1.0038
110003,MEMORIAL SATILLA HEALTH,1900 TEBEAU STREET,WAYCROSS,GA,31501,Ware,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"1900 TEBEAU STREET WAYCROSS, GA 31501 (31.226007, -82.349239)",0.965709,1.0488,,0.9377,1.0293,1.4228,1.0515
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,Sampson,Acute Care Hospitals,Government - Local,TRUE,TRUE,"607 BEAMAN ST CLINTON, NC 28328 (35.007783, -78.323635)",0.883593,,,1.0684,1.0986,0.9681,1.0637
10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,Clarke,Acute Care Hospitals,Proprietary,TRUE,,"220 HOSPITAL DRIVE JACKSON, AL 36545 (31.530482, -87.89318)",0.965399,,,0.9524,1.0169,,1.0198
450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,Tarrant,Acute Care Hospitals,Proprietary,TRUE,TRUE,"900 EIGHTH AVENUE FORT WORTH, TX 76104 (32.735481, -97.343704)",1.076351,1.1333,1.0862,1.0541,1.0239,1.0032,0.9446
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,Sarpy,Acute Care Hospitals,Proprietary,TRUE,,"2500 BELLEVUE MEDICAL CENTER DR BELLEVUE, NE 68123 (41.13639, -95.94586)",0.929174,1.0585,,1.0475,1.205,1.0797,0.9869
230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,Oakland,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"44201 DEQUINDRE ROAD TROY, MI 48085",0.981473,1.0894,1.0192,1.0114,0.976,0.9874,1.0484
360096,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,EAST LIVERPOOL,OH,43920,Columbiana,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"425 WEST 5TH STREET EAST LIVERPOOL, OH 43920 (40.621409, -80.586218)",0.890582,1.0088,,1.0188,1.13,,1.1741
50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,San Joaquin,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1205 E NORTH STREET MANTECA, CA 95336 (37.801087, -121.19691)",0.939508,0.9877,,1.0211,1.0467,0.9112,1.0634
450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS,TX,79201,Childress,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"HWY 83 NORTH CHILDRESS, TX 79201",0.955717,,,1.01,0.9444,0.9314,0.9761
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,Jackson,Acute Care Hospitals,Proprietary,TRUE,TRUE,"19600 EAST 39TH STREET INDEPENDENCE, MO 64057 (39.047771, -94.349313)",1.002955,1.0954,1.0336,1.2208,1.0971,1.4911,1.0789
170086,STORMONT VAIL HOSPITAL,1500 SW 10TH AVENUE,TOPEKA,KS,66604,Shawnee,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1500 SW 10TH AVENUE TOPEKA, KS 66604 (39.051129, -95.695627)",1.014234,0.8928,0.9584,1.026,0.9489,1.0679,1.0378
140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,Kankakee,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"500 W COURT ST KANKAKEE, IL 60901 (41.121113, -87.871768)",0.966899,1.0173,,0.8617,1.0527,1.0876,0.9925
340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,Rutherford,Acute Care Hospitals,Proprietary,TRUE,TRUE,"288 SOUTH RIDGECREST AVE RUTHERFORDTON, NC 28139 (35.363396, -81.964842)",0.981946,0.9629,,1.0433,0.8972,0.8726,0.9635
490004,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,Harrisonburg City,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"2010 HEALTH CAMPUS DRIVE HARRISONBURG, VA 22801 (38.40614, -78.858322)",0.923888,0.995,1.1597,1.039,0.9732,0.9921,1.0615
230059,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,Kent,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"200 JEFFERSON AVENUE SE GRAND RAPIDS, MI 49503 (42.958252, -85.664114)",0.952935,1.0039,,0.9099,0.9745,1.2431,0.8854
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,Cass,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"17065 S 71 HIGHWAY BELTON, MO 64012",0.934146,,,1.0411,1.0377,1.2258,1.0574
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,Crenshaw,Acute Care Hospitals,Proprietary,TRUE,,"101 HOSPITAL CIRCLE LUVERNE, AL 36049 (31.692595, -86.266156)",1.064658,,,0.973,1.0064,,0.9805
50684,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,Riverside,Acute Care Hospitals,Physician,FALSE,TRUE,"28400 MCCALL B0ULEVARD SUN CITY, CA 92585",1.101633,,,0.9913,1.0834,,0.9632
330239,UPMC CHAUTAUQUA AT WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701,Chautauqua,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"207 FOOTE AVENUE JAMESTOWN, NY 14701 (42.091237, -79.23295)",0.963884,0.99,,1.1007,0.9603,,1.0435
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,Cook,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"701 WEST NORTH AVE MELROSE PARK, IL 60160 (41.908342, -87.841101)",1.041459,0.9897,0.9353,1.0035,0.9936,1.0204,0.8971
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,Onondaga,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"736 IRVING AVENUE SYRACUSE, NY 13210 (43.041666, -76.137853)",0.96008,1.033,,0.933,1.0027,1.2196,1.0631
250007,MERIT HEALTH BILOXI,150 REYNOIR STREET,BILOXI,MS,39530,Harrison,Acute Care Hospitals,Proprietary,TRUE,TRUE,"150 REYNOIR STREET BILOXI, MS 39530 (30.396112, -88.890438)",1.000416,,,1.0954,1.0778,0.9558,1.0601
390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,Philadelphia,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"5501 OLD YORK ROAD PHILADELPHIA, PA 19141 (40.036927, -75.144683)",1.039803,1.0952,1.0857,1.0059,0.9724,1.1722,1.0387
450803,UNITED MEMORIAL MEDICAL CENTER,510 W TIDWELL,HOUSTON,TX,77091,Harris,Acute Care Hospitals,Physician,TRUE,,"510 W TIDWELL HOUSTON, TX 77091 (29.847222, -95.407991)",1.217064,,,,0.9643,,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,Wyoming,Acute Care Hospitals,Government - Local,TRUE,TRUE,"400 NORTH MAIN STREET WARSAW, NY 14569 (42.753447, -78.132533)",0.937546,,,1.0331,1.0026,,1.054
70017,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,MERIDEN,CT,6450,New Haven,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"435 LEWIS AVENUE MERIDEN, CT 06450 (41.550036, -72.803878)",1.00243,1.0322,,0.9652,1.0744,0.9343,1.1393
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,46312,Lake,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"4321 FIR ST EAST CHICAGO, IN 46312 (41.634064, -87.448542)",1.134938,0.9949,,0.9902,1.0365,0.9052,0.9928
100269,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,Palm Beach,Acute Care Hospitals,Proprietary,TRUE,TRUE,"13001 SOUTHERN BLVD LOXAHATCHEE, FL 33470 (26.681928, -80.251439)",1.027861,1.1204,,1.088,1.0336,,1.0918
240104,ST FRANCIS REGIONAL MEDICAL CENTER,1455 ST FRANCIS AVENUE,SHAKOPEE,MN,55379,Scott,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1455 ST FRANCIS AVENUE SHAKOPEE, MN 55379 (44.770075, -93.503569)",0.872965,,,1.0575,0.9253,1.0283,0.9418
420037,GHS HILLCREST MEMORIAL HOSPITAL,729 SOUTH EAST MAIN STREET,SIMPSONVILLE,SC,29681,Greenville,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"729 SOUTH EAST MAIN STREET SIMPSONVILLE, SC 29681 (34.719015, -82.249908)",0.910558,,,0.9836,0.9848,0.9924,1.043
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,King,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"16251 SYLVESTER ROAD SW BURIEN, WA 98166 (47.456778, -122.341455)",0.947626,0.9623,,1.04,1.0517,1.0282,1.023
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,1027 WASHINGTON AVE,DETROIT LAKES,MN,56501,Becker,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,"1027 WASHINGTON AVE DETROIT LAKES, MN 56501 (46.815307, -95.845453)",0.8529,,,1.0157,1.0343,0.9519,0.9355
100092,STEWARD ROCKLEDGE HOSPITAL,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,Brevard,Acute Care Hospitals,Proprietary,TRUE,,"110 LONGWOOD AVE ROCKLEDGE, FL 32955 (28.33454, -80.723133)",1.023718,1.0894,1.0014,1.042,0.9825,1.1497,1.0467
180035,ST ELIZABETH MEDICAL CENTER NORTH,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,Kenton,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1 MEDICAL VILLAGE DRIVE EDGEWOOD, KY 41017 (39.014683, -84.561842)",1.008147,0.9583,1.0816,1.0956,1.0417,1.081,1.0705
520049,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,GREEN BAY,WI,54305,Brown,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"744 S WEBSTER AVE GREEN BAY, WI 54305 (44.502001, -88.010631)",0.962311,0.861,0.9955,0.9856,0.8705,0.7415,0.909
110023,ADVENTHEALTH GORDON,1035 RED BUD ROAD,CALHOUN,GA,30701,Gordon,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1035 RED BUD ROAD CALHOUN, GA 30701 (34.511878, -84.92537)",0.904974,1.0752,,1.0472,0.9327,0.8708,0.8876
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,Macon,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1800 E LAKE SHORE DR DECATUR, IL 62521 (39.82635, -88.93191)",0.967145,1.0134,,0.9962,1.0932,0.8196,1.1425
190088,SPRINGHILL MEDICAL CENTER,2001 DOCTORS DRIVE,SPRINGHILL,LA,71075,Webster,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"2001 DOCTORS DRIVE SPRINGHILL, LA 71075 (33.010622, -93.442839)",0.944696,,,0.974,0.9292,,0.9481
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,Lake,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1500 S LAKE PARK AVE HOBART, IN 46342 (41.512654, -87.258902)",1.031807,1.0449,0.9636,1.1096,1.0761,1.1335,1.0991
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,Boone,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1600 E BROADWAY COLUMBIA, MO 65201 (38.950669, -92.317039)",0.969224,0.8699,0.8488,0.9331,0.9083,0.9334,0.9952
10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,Hale,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"508 GREEN STREET GREENSBORO, AL 36744 (32.412098, -87.018633)",0.998954,,,0.965,,,0.9716
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,Nassau,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"888 OLD COUNTRY ROAD PLAINVIEW, NY 11803 (40.774456, -73.478063)",1.04549,1.0359,,1.0604,1.1309,1.0002,0.989
320062,CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,CROWNPOINT,NM,87313,Mckinley,Acute Care Hospitals,Government - Federal,TRUE,,"JUNCTION OF HWY 371 CROWNPOINT, NM 87313",0.713057,,,,,,0.964
140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,Cook,Acute Care Hospitals,Proprietary,TRUE,TRUE,"4646 N MARINE DRIVE CHICAGO, IL 60640 (41.966521, -87.648898)",1.164363,0.9793,,0.9763,0.9757,1.061,1.0269
450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS,TX,75234,Dallas,Acute Care Hospitals,Proprietary,TRUE,TRUE,"7 MEDICAL PARKWAY DALLAS, TX 75234 (32.914335, -96.873098)",1.181757,0.9891,,,1.0142,1.0911,0.9467
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,E. Baton Rouge,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,"6300 MAIN STREET ZACHARY, LA 70791 (30.649957, -91.136747)",1.071142,1.0757,,1.0889,1.0954,1.2609,1.1329
100140,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,Nassau,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1250 S 18TH ST FERNANDINA BEACH, FL 32034 (30.653028, -81.449462)",0.947152,,,1.0007,0.9474,0.9946,0.9838
